Date dd/mm/yyyy,Startup Name,Industry Vertical,Location,Investors Name,InvestmentnType,Amount in USD
09/04/2015,Urban Ladder,Online Furnishing\\neCommerce,Bengaluru,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,17.72753356339242
09/04/2015,Purple Squirrel,Ed-Tech,Mumbai,"Matrix Partners India, India Quotient",Private Equity,0.0
10/04/2015,Whatfix,Interactive\\xc2\\xa0 How-To Guides,Bengaluru,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,13.710150042306449
10/04/2015,iMMi Life,Mobile Health Tech,Chennai,Unitus Seed Fund,Seed Funding,0.0
11/04/2015,Zomato,Restaurant Reviews,Gurgaon,Info Edge (India),Private Equity,17.034386382832476
13/04/2015,ZopNow,Online Grocer,Bengaluru,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Private Equity,16.11809565095832
13/04/2015,Nayi Disha,Ed-Tech,New Delhi,"Ajay Relan,",Seed Funding,12.611537753638338
13/04.2015,The Porter,Logistics Tech,Mumbai,Kae Capital,Seed Funding,13.122363377404328
13/04/2015,Commeasure,Online Hotel Booking,Noida,Jungle Ventures,Seed Funding,13.815510557964274
13/04/2015,Capricoast,Online Kitchen Furniture,Bengaluru,Accel Partners India,Seed Funding,14.038654109278484
14/04/2015,LocalOye,Hyper-local Online Services,Mumbai,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,15.424948470398375
15/04/2015,Grofers,Hyper-Local Online/Mobile Grocery,Gurgaon,"Tiger Global, Sequoia Capital",Private Equity,17.37085861945369
15/04/2015,PepperTap,Hyper-Local Online/Mobile Grocery,Gurgaon,"SAIF Partners, Sequoia Capital",Private Equity,16.11809565095832
15/04/2015,PolicyBazaar,Online Policy Aggregator,Gurgaon,"PremjiInvest, Tiger Global, Ribbit Capital",Private Equity,17.50439001207821
16/04/2015,UrbanClap,Hyperlocal Mobile Services Marketplace,New Delhi,"SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal",Seed Funding,14.28551418721001
16/04/2015,Taskbob,OnDemand\\nMobile Handyman Services,Mumbai,"Orios Venture Partners, Mayfield India",Seed Funding,13.997832114758229
17/04/2015,Robosoft,Mobile App Development,Udupi,"Ascent Capital, Kalaari Capital",Private Equity,16.300417207752275
18/04/2015,Doormint,On-Demand Handyman Services,Mumbai,Powai Lake Ventures,Seed Funding,0.0
20/04/2015,Vyomo,Beauty & Wellness Mobile App,Gurgaon,YouWeCan Ventures,Seed Funding,0.0
20/04/2015,Pastiwala,Material Collection & Recycling,Vadodara,Agnus Capital,Private Equity,15.201804919084164
20/04/2015,1mg (Healthkartplus),Online Pharmacy & Drug DB,Gurgaon,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",Private Equity,15.60727002719233
20/04/2015,Freshdesk,Online / Mobile Customer Support,Chennai,"Tiger Global, Google Capital & Accel Partners",Private Equity,17.72753356339242
20/04/2015,Sulekha.com,Online Classifieds & Listings,Chennai,GIC ventures,Private Equity,17.14771506813948
22/04/2015,FindYahan,Hyperlocal services marketplace,New Delhi,The Phoenix Fund,Private Equity,0.0
22/04/2015,Eat.Shop.Love,Fashion ECommerce,Bengaluru,Undisclosed Investor,Private Equity,15.068273526459642
22/04/2015,Avanti Learning,Private Coaching Centers,New Delhi,"Michael & Susan Dell Foundation, Pearson Learning Fund",Private Equity,14.22097566607244
23/04/2015,Simplilearn,Online Certification Courses,Bengaluru,"Mayfield Ventures, Kalaari Capital, Helion Ventures",Private Equity,16.523560759066484
23/04/2015,Craftstvilla,Ethnic Product eCommerce,Mumbai,"Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC",Private Equity,16.70588231586044
23/04/2015,HeadOut,Last Minute Travel Deals mobile marketplace,Multiple Cities,"Version One Ventures, 500 Startups, Nexus Venture Partners and Arena Ventures",Seed Funding,14.403297222866392
23/04/2015,happay,usiness expense management,Bengaluru,AngelPrime,Seed Funding,13.122363377404328
23/04/2015,Jugnoo,Auto Rickshaw based Logistics,Multiple Cities,"Rakesh Mathur, Vikas Taneja & others",Seed Funding,13.815510557964274
23/04/2015,EazyDiner,Restaurant reservation app,New Delhi,"Deepak Shahdadpuri, Gulpreet Kohli",Seed Funding,0.0
23/04/2015,Phone Warrior,Spam Call block App,New Delhi,Lightspeed Ventures,Seed Funding,0.0
24/04/2015,Coverfox,Online Insurance Aggregator,Mumbai,"Accel US, Accel India, SAIF Partners.",Private Equity,16.300417207752275
27/04/2015,Torqus,Restaurant Management Platform,Pune,S S Mukherji & Others,Seed Funding,12.765688433465597
27/04/2015,Grab,Food Logistics & Delivery,Mumbai,"Oliphans Capital, Haresh Chawla",Seed Funding,13.815510557964274
27/04/2015,LogicRoots,Interactive Educational Games,Jaipur,"Ah! Ventures, Calcutta Angels,\\xc2\\xa0 91SpringBoard",Seed Funding,12.89921982609012
27/04/2015,GIBBS,Clean Tech,New Delhi,Infuse Ventures fund,Private Equity,0.0
28/04/2015,Babajobs,Grey collar Job Board,Bengaluru,SEEK Ltd & affiliates,Private Equity,16.11809565095832
28/04/2015,Urban Ladder,Online Furniture ecommerce,Bengaluru,"Anand Rajaraman, Venky Harinarayan",Private Equity,0.0
28/04/2015,Jay Robotix,Robotic Program learning,Hyderabad,Cross Border Angels & others,Seed Funding,12.429216196844383
28/04/2015,Naaptol.com,Tele-Shopping / eCommerce,Mumbai,Mitsui & Co & existing investors,Private Equity,16.883563493097892
29/04/2015,ReGlobe,Used Gadgets Buy / Refurbishing,Gurgaon,"Bessemer Ventures, Blume Ventures",Seed Funding,13.815510557964274
29/04/2015,Icertis,Cloud Enterprise Software,Multiple Cities,"Greycroft Partners, Fidelity Growth Partners",Private Equity,15.60727002719233
29/04/2015,Tracxn,Startup Analytics platform,Bengaluru,SAIF Partners,Private Equity,15.068273526459642
29/04/2015,Dazo,Mobile Food Ordering app,Bengaluru,"Sumit Jain, Aprameya Radhakrishna, Alok Goel, Rajan Anandan, Amit Agrawal, Vinay Goel, Gaurav Munjal, Ashish Dev Kapur",Seed Funding,0.0
29/04/2015,Tradelab,Financial Markets Software,Bengaluru,Rainmatter,Seed Funding,12.89921982609012
29/04/2015,PiQube,Hiring Analytics platform,Chennai,The HR Fund,Seed Funding,13.122363377404328
29/04/2015,Travel Triangle,Online Travel Marketplace,Noida,"Bessemer Venture Partners, SAIF Partners",Private Equity,15.89495209964411
02/03/2015,TrulyMadly.com,Unknown,Mumbai,"Helion Venture Partners, Kae Capital",Private Equity,15.520258650202699
02/03/2015,InstaLively,Unknown,Bengaluru,Group of Angel Investors,Seed Funding,11.695247021764184
03/03/2015,Vserv,Unknown,New Delhi,"Maverick Capital, IDG Ventures India",Private Equity,16.523560759066484
05/03/2015,Niffler,Unknown,Bengaluru,SAIF Partners,Seed Funding,13.815510557964274
05/03/2015,CustomFurnish.com,Unknown,New Delhi,"Madhukar Gangadi, Satish Reddy, Srini Raju, Srini Koppolu & SIDBI",Private Equity,14.73180128983843
06/03/2015,MapMyGenome,Unknown,New Delhi,Rajan Anandan & other angel investors,Private Equity,13.997832114758229
09/03/2015,Crowdfire (formerly Justunfollow),Unknown,Bengaluru,Kalaari Capital,Private Equity,14.73180128983843
09/03/2015,Bite Club,Unknown,New Delhi,"Powai Lake Ventures, Aneesh Reddy, Ashish Kashyap, Alok Mittal",Seed Funding,13.122363377404328
11/03/2015,Appedo,Unknown,Mumbai,Undisclosed Investors,Seed Funding,13.815510557964274
11/03/2015,Fitraq.com,Unknown,Bengaluru,Tarun Arora,Seed Funding,11.918390573078392
11/03/2015,ChargeBee,Unknown,Bengaluru,"Tiger Global, Accel Partners",Private Equity,15.424948470398375
11/03/2015,Groupon India,Unknown,Bengaluru,Sequoia Capital,Private Equity,16.811242831518264
12/03/2015,MoonFrog Labs,Unknown,Bengaluru,"Tiger Global, Sequoia Capital.",Private Equity,16.523560759066484
13/03/2015,Foodpanda,Unknown,Bengaluru,Rocket Internet AG & others,Private Equity,18.51599092375669
13/03/2015,DiabetOmics,Unknown,New Delhi,"VentureEast,\\xc2\\xa0 Varaprasad Reddy",Private Equity,15.424948470398375
14/03/2015,Daily Rounds,Unknown,Mumbai,"Kae Capital, GSF, Teruhide Sato",Seed Funding,13.122363377404328
14/03/2015,Orobind,Unknown,Bengaluru,"Zishaan Hayath, Lalit Mangal, Harpreet Singh Grover",Seed Funding,12.206072645530174
16/03/2015,Digital Gorkha,Unknown,New Delhi,Ramesh kavediya,Seed Funding,12.01974306733868
16/03/2015,NestAway,Unknown,Bengaluru,"IDG Ventures, Naveen Tewari",Seed Funding,14.077874822431765
16/03/2015,The Better India,Unknown,Mumbai,I-cube-N,Seed Funding,12.01974306733868
16/03/2015,Meru Cabs,Unknown,New Delhi,Value Fund Advisors,Private Equity,17.72753356339242
18/03/2015,Drivestream,Unknown,Bengaluru,Wipro,Private Equity,15.424948470398375
18/03/2015,wWhere,Unknown,Mumbai,Group of Angel Investors,Seed Funding,12.206072645530174
19/03/2015,Tripoto,Unknown,New Delhi,"IDG Ventures, Outbox Ventures",Private Equity,14.508657738524219
19/03/2015,Graphic India,Unknown,New Delhi,"CA Media LP,\\xc2\\xa0 Start Media.",Seed Funding,14.845129975145433
20/03/2015,Lets Corp,Unknown,New Delhi,Wu Chay Chin,Seed Funding,14.914122846632385
20/03/2015,CollateBox,Unknown,Mumbai,LetsVenture,Seed Funding,12.100712129872347
20/03/2015,Mahindra First Choice,Unknown,New Delhi,Valiant Capital,Private Equity,16.523560759066484
23/03/2015,RazorPay,Unknown,New Delhi,Y Combinator,Seed Funding,11.695247021764184
24/03/2015,Furlenco,Unknown,New Delhi,LightBox Ventures,Private Equity,15.60727002719233
24/03/2015,Cubito,Unknown,Mumbai,Sol Primero,Seed Funding,11.982929094215963
25/03/2015,Teabox,Unknown,New Delhi,"JAFCO Asia, Keystone Group, Dragoneer Investment, Accel Partners",Private Equity,15.60727002719233
25/03/2015,Artoo,Unknown,New Delhi,"Accion Venture Labs, Rianta Capital",Private Equity,13.122363377404328
25/03/2015,Fxkart.com,Unknown,Bengaluru,"Dr Mushtaq Shah, Dr Faraz Naqvi",Seed Funding,14.508657738524219
25/03/2015,OYO Rooms,Unknown,New Delhi,"Greenoaks capital, Sequoia Capital, LightSpeed Ventures",Private Equity,17.034386382832476
26/03/2015,Roposo.com,Unknown,New Delhi,"Tiger Global Management, Indian Quotient, Binny Bansal",Private Equity,15.424948470398375
26/03/2015,Teewe,Unknown,New Delhi,"Sequoia Capital, India Quotient",Seed Funding,14.375126345899696
27/03/2015,Urjas,Unknown,New Delhi,Solidarity Venture Capital & others,Seed Funding,11.512925464970229
27/03/2015,Chargein,Unknown,Mumbai,Pittie Group,Seed Funding,11.512925464970229
28/03/2015,Yogurt Labs,Unknown,New Delhi,"Nick Adams, Kiran Bhat, Family Pot Investments LLP",Seed Funding,11.652687407345388
28/03/2015,LimeRoad.com,Unknown,Bengaluru,"Tiger Global, Matrix Partners, Lightspeed Venture Partners",Private Equity,17.216707939626428
28/03/2015,Team Indus,Unknown,New Delhi,"Nandan Nilekani, Rajiv Mody, Ajai Chowdhary",Private Equity,14.22097566607244
30/03/2015,Arohan Financial Services,Unknown,Bengaluru,Tano Capital,Private Equity,16.11809565095832
30/03/2015,BillDesk,Unknown,Mumbai,TA Associates,Private Equity,18.132998671500584
31/03/2015,Triphobo,Unknown,Bengaluru,"Mayfield Ventures, Kalaari Capital",Private Equity,14.914122846632385
31/03/2015,Aryaka,Unknown,Bengaluru,"Trinity Ventures, InterWest Partners, Mohr Davidow Ventures, Presidio Ventures",Private Equity,16.588099280204055
31/03/2015,Appsdaily,Unknown,Mumbai,"Zodius Capital, Ru-Net, Kalaari Capital,\\xc2\\xa0 Qualcomm Ventures",Private Equity,16.588099280204055
02/02/2015,Faaya,Unknown,Bengaluru,Group of Angel Investors,Seed\\nFunding,9.717157974344635
02/02/2015,InstaBounce,Unknown,New Delhi,Group of Angel Investors,Seed\\nFunding,9.717157974344635
02/02/2015,Chloroplast Foods,Unknown,Bengaluru,Group of Angel Investors,Seed\\nFunding,9.717157974344635
02/02/2015,Dealwithus,Unknown,Mumbai,Group of Angel Investors,Seed\\nFunding,9.717157974344635
02/02/2015,CleverSharks,Unknown,Bengaluru,Group of Angel Investors,Seed\\nFunding,9.717157974344635
02/02/2015,Leaf,Unknown,Bengaluru,Group of Angel Investors,Seed\\nFunding,9.717157974344635
02/02/2015,SmartPocket,Unknown,Mumbai,"Sol Primero, Rajiv Mehta",Seed\\nFunding,12.429216196844383
02/02/2015,Yumist,Unknown,Mumbai,Orios Venture Partner,Private Equity,13.815510557964274
02/02/2015,FirstCry,Unknown,New Delhi,Valiant Capital Partners,Private Equity,17.073607095985757
02/02/2015,HolaChef,Unknown,Mumbai,India Quotient,Seed\\nFunding,12.691580461311874
03/02/2015,Frsh.co.in,Unknown,New Delhi,"India Quotient, Kae Capital",Seed\\nFunding,13.15773052124162
03/02/2015,Manthan,Unknown,Mumbai,"Temasek, Norwest Venture Partners",Private Equity,17.909855120186375
05/02/2015,Culture Machine,Unknown,Mumbai,"Tiger Global, Times Internet, Zodius Capital",Private Equity,16.70588231586044
05/02/2015,Aisle.co,Unknown,New Delhi,"Anand Vijay, Shashank Mehrotra & Others",Seed\\nFunding,11.512925464970229
06/02/2015,FreeCharge,Unknown,Bengaluru,"Valiant Capital, Tybourne Capital, Sequoia Capital, RuNet and Sofina",Private Equity,18.197537192638155
06/02/2015,NewsHunt,Unknown,Bengaluru,"Falcon Edge Capital, Matrix Partners India, Sequoia Capital India and Omidyar Network",Private Equity,17.50439001207821
09/02/2015,MyNoticePeriod,Unknown,Mumbai,IDG Ventures,Private Equity,14.914122846632385
09/02/2015,Faaso's,Unknown,Mumbai,Lightbox Ventures,Private Equity,16.811242831518264
11/02/2015,Capital Float,Unknown,Mumbai,"SAIF Partners, Sequoia Capital, Aspada",Private Equity,16.38045991542581
11/02/2015,Nimble Wireless,Unknown,Bengaluru,AngelPrime,Seed\\nFunding,14.914122846632385
12/02/2015,Stayzilla,Unknown,Mumbai,"Nexus Venture Partners, Matrix Partners",Private Equity,16.811242831518264
12/02/2015,Practo,Unknown,New Delhi,"Sequoia Capital, Matrix Partners",Private Equity,17.216707939626428
13/02/2015,20Dresses,Unknown,Mumbai,"Srinivas Aluri, Srinivas Modukury, BS Nagesh",Seed\\nFunding,13.815510557964274
13/02/2015,Itzcash,Unknown,Mumbai,Ashok Goel (promoter),Private Equity,16.61887093887081
16/02/2015,NewsInShorts,Unknown,Bengaluru,"Tiger Global, Rebright Partners, Sachin and Binny Bansal",Private Equity,15.238618892206881
16/02/2015,iTraveller.com,Unknown,Mumbai,ah! Ventures,Private Equity,13.815510557964274
18/02/2015,Wooplr.com,Unknown,New Delhi,Helion Venture Partners,Private Equity,15.424948470398375
19/05/2015,Springleap,Unknown,New Delhi,Cross Border Angels,Seed\\nFunding,13.592367006650065
20/02/2015,Klip.in,Unknown,Mumbai,"Calcutta Angels, Venture Nursery Angels Mumbai Angels",Seed\\nFunding,13.122363377404328
20/02/2015,Renderlogy,Unknown,New Delhi,Brick Eagle,Private Equity,14.28551418721001
21/02/2015,Appbase,Unknown,Mumbai,"DA-IICT, Techstars, Carnegie Mellon University, Startup Brasil program",Seed\\nFunding,12.577636201962656
23/02/2015,HomeLane,Unknown,Mumbai,"Sequoia Capital, Ranjan Pai, Mohandas Pai & others",Private Equity,15.319587954740548
23/02/2015,Trip38,Unknown,Mumbai,"InterGlobe Technology Quotient, Lantern Capital",Private Equity,13.815510557964274
23/02/2015,Smartairtrip.com,Unknown,New Delhi,Undisclosed,Private Equity,16.11809565095832
23/02/2015,NoBroker,Unknown,New Delhi,"SAIF Partners, Fulcrum Ventures",Private Equity,14.914122846632385
24/02/2015,Caravan Craft Retail,Unknown,New Delhi,"Unitus Seed Fund\\nNarayan Ramachandran, Bijou Kurien",Seed\\nFunding,13.122363377404328
25/02/2015,Clonect Solutions,Unknown,Mumbai,"V Balakrishnan, T V Mohandas Pai, BC Prabhakar",Seed\\nFunding,12.429216196844383
25/02/2015,TaxSutra,Unknown,New Delhi,"V Balakrishnan, T V Mohandas Pai",Seed\\nFunding,11.982929094215963
25/02/2015,Sattviko,Unknown,New Delhi,"Sumit Jain, Rajat Jain, Sanjay Bhasin",Seed\\nFunding,12.676076274775909
25/02/2015,IndustryBuying,Unknown,Mumbai,SAIF Partners,Private Equity,14.508657738524219
26/02/2015,TinyOwl,Unknown,Mumbai,"Matrix Partners, Sequoia Capital, Nexus Venture Partners",Private Equity,16.588099280204055
27/02/2015,Momoe,Unknown,New Delhi,"IDG Ventures India, Jungle Ventures, India Quotient.",Seed\\nFunding,13.997832114758229
27/02/2015,Grofers,Unknown,New Delhi,"Tiger Global Management, Sequoia Capital India",Private Equity,16.11809565095832
02/01/2015,LensKart,Unknown,Bengaluru,"TPG Growth, TR Capital, IDG Ventures",Private Equity,14.580978400103845
02/01/2015,VioletStreet,Unknown,Bengaluru,"Venkat Vallabhneni, Sudhakar Reddy, Srinivasa Rao Paturi",Seed\\nFunding,12.66032791780777
05/01/2015,Lookup,Unknown,Bengaluru,"DeNA Co., Japan & Teruhide Sato (in Addition to MKS Switzerland & Kris GopalKrishnan)",Seed\\nFunding,12.84792653170257
05/01/2015,#Fame,Unknown,New Delhi,TO THE NEW Ventures,Private Equity,16.11809565095832
05/01/2015,Gympik,Unknown,New Delhi,"Tom Clausen, Rohan Ajila, Haldyn Glass",Seed Funding,11.813030057420567
06/01/2015,Near.in,Unknown,Mumbai,"Anupam Mittal, Manish Vij, Prashant Tandon, Gaurav Agarwal, Akash Agarwal, Himanshu Aggarwal, Kevin Parikh",Seed Funding,12.560244459250788
06/01/2015,NumberMall,Unknown,Mumbai,SRI Capital,Private Equity,16.11809565095832
06/01/2015,Tookitaki,Unknown,Mumbai,"Jungle Ventures, Redbright Partners, Blume Ventures",Private\\nEquity,13.815510557964274
06/01/2015,Frankly,Unknown,New Delhi,Matrix Partners,Seed Funding,13.304684934198283
07/01/2015,Nurturey,Unknown,Mumbai,Seedrs Crowd funding platform,Crowd funding,11.736069016284437
07/01/2015,Stridalyzer,Unknown,Mumbai,Kickstarter,Crowd Funding,10.334230467828561
07/01/2015,Commonfloor,Unknown,New Delhi,Google Capital,Private Equity,15.424948470398375
09/01/2015,YepMe,Unknown,New Delhi,"JS Capital, Helion Venture Partners, Capricorn Investment Group",Private Equity,16.38045991542581
12/01/2015,MyDreamStore,Unknown,Mumbai,Undisclosed Investors,Seed Funding,12.577636201962656
14/01/2015,RateGain,Unknown,Mumbai,TA Associates,Private Equity,17.72753356339242
15/01.2015,Wishberry,Unknown,New Delhi,"Rajan Anandan, Shankar Mahadevan, Deep Kalra & Others",Seed Funding,13.38472764187182
16/01/2015,eKincare,Unknown,New Delhi,Adroitent Pvt. Ltd.,Seed Funding,11.9891596439666
18/01/2015,ShopClues,Unknown,Bengaluru,Tiger Global & Other investors,Private Equity,18.420680743952367
19/01/2015,Refiral,Unknown,Mumbai,Cogent E Services,Seed Funding,12.706847933442663
19/01/2015,HealthyWorld.in,Unknown,Bengaluru,Group of Angel Investors,Seed Funding,12.206072645530174
19/01/2015,Hostel Dunia,Unknown,Bengaluru,Hyderabad Angels (at Startup Heroes event),Seed Funding,9.680344001221918
19/01/2015,Play your sport,Unknown,Mumbai,Hyderabad Angels (at Startup Heroes event),Seed Funding,9.680344001221918
19/01/2015,Yo Grad,Unknown,Mumbai,Hyderabad Angels (at Startup Heroes event),Seed Funding,9.680344001221918
19/01/2015,Enabli,Unknown,Bengaluru,Hyderabad Angels (at Startup Heroes event),Seed Funding,9.680344001221918
19/01/2015,CBS,Unknown,New Delhi,Hyderabad Angels (at Startup Heroes event),Seed Funding,9.680344001221918
20/01/2015,Hopscotch,Unknown,New Delhi,Eduardo Saverin & Velos Capital,Private Equity,16.213405830762646
20/01/2015,HealthyWorld.in,Unknown,Bengaluru,Group of Angel Investors,Seed Funding,12.206072645530174
21/01/2015,Simplilearn,Unknown,Mumbai,"Mayfield India, Kalaari Capital, Helion Ventures",Private Equity,16.5067536407501
